Question,Answer
칩 비밀번호는 어떻게 확인/변경하나요?,"칩 비밀번호 확인/변경 방법- 신용카드 발급 시 신용카드 비밀번호와 칩 비밀번호가 동일하게 설정됩니다. - 카드 발급 이후 신용카드 비밀번호를 변경할 경우, 신용카드 비밀번호는 새로운 번호로 설정되지만 칩 내부에 저장되어 있는 칩 비밀번호는 변경되지 않습니다.고객별 칩 비밀번호 확인 절차카드 비밀번호 변경 이력이 없는 고객/카드 비밀번호 변경 이후 재발급받은 고객- 현재 사용중인 신용카드 비밀번호와 칩 비밀번호가 동일]카드 비밀번호 변경 이후 재발급을 받지 않으신 고객- 고객센터(☎ 1544-7000) 또는 영업점을 방문하여 카드 재발급 - 카드 비밀번호와 동일한 칩 비밀번호가 저장된 IC카드 수령칩 비밀번호 변경을 원하시는 고객- 고객센터(☎ 1544-7000) 또는 영업점을 방문하여 카드 비밀번호 변경- 고객센터(☎ 1544-7000) 또는 영업점을 방문하여 카드 재발급- 칩 내부에 새로 변경한 비밀번호가 저장된 IC카드 수령예) 비밀번호 변경 및 재발급 적용 예시① 신용카드 최초 발급 시 비밀번호를 ‘1544’로 설정 카드 비밀번호와 칩 비밀번호 모두 ‘1544’ ② 카드 비밀번호를 ‘7000’으로 변경 카드 비밀번호는 ‘7000’, 칩 비밀번호는 ‘1544’ ③ 카드 재발급카드 비밀번호와 칩 비밀번호 모두 ‘7000’ "
칩 비밀번호가 뭔가요?(PIN: Personal Identification Number),"칩 비밀번호란?(PIN: Personal Identification Number)- ‘칩 비밀번호’란 IC칩 내부에 저장되는 4자리 숫자의 비밀번호입니다.- ‘칩 비밀번호’는 신용카드를 발급할 때 고객님이 직접 지정하여 입력하신 신용카드의 비밀번호 4자리와 동일하게 저장됩니다. - 카드 발급 이후 고객님이 신용카드의 비밀번호를 변경하시더라도 ‘칩 비밀번호’는 변경되지 않고 발급시점에 저장된 비밀번호가 그대로 유지됩니다. - 현재 국내에서는 일반적으로 MS카드를 이용해 카드 단말기에 마그네틱을 읽힌(SWIPE) 후 서명 방식으로 많이 거래되고 있으며, ‘칩 비밀번호’ 입력을 통한 거래는 많지 않습니다. 하지만 해외에서는 IC카드 거래가 많고, 거래 시 IC 칩 비밀번호 입력이 필요한 경우도 있습니다. 또한 칩 비밀번호를 입력하지 않고 출력된 전표에 서명으로 본인확인을 하는 경우도 있습니다. 카드 비밀번호와 칩 비밀번호 차이점1) 카드 비밀번호- 의미: 신용(체크)카드 비밀번호- 사용처: 국내 인터넷 거래, 국내/해외 현금서비스- 번호변경: 고객센터(☎ 1544-7000) 또는 영업점에서 변경 가능하며, 변경 후 상기 사용처 거래 시 변경한 비밀번호를 사용- 기타: 비밀번호 오류 횟수(3회) 초과 시 콜센터 또는 영업점에서 본인 확인 절차 후 해제 가능 2) 칩 비밀번호- 의미: IC칩 내부에 저장된 비밀번호- 사용처: 해외 IC카드 단말기 사용 가맹점(단말기 PIN-PAD입력)- 번호변경: ① 카드 비밀번호 변경 시 자동변경이 불가능하며 상기 사용처 거래 시 변경 전 비밀번호를 사용② 카드 비밀번호 변경 후 카드를 재발급하면 변경된 카드 비밀번호로 칩 비밀번호 변경 가능- 기타: 비밀번호 오류 횟수(5회) 초과 시 IC거래 불가하며 오류해제 불가능(재발급 처리 필요) 전표 서명 방식- 해외에서 IC카드 거래 시 가맹점 단말기 설정에 따라서 칩 비밀번호 입력이 필요할 수 있습니다. 또한 칩 비밀번호를 입력하지 않고 출력된 전표에 서명으로 본인확인을 하는 경우도 있습니다.- 신한카드사를 포함한 국내 카드사들의 칩 비밀번호와 신용카드 비밀번호는 모두 4자리 숫자를 사용하고 있습니다.- IC카드 거래를 할 때, 칩 비밀번호 인증에 대한 국제 표준 규정은 4자리 비밀번호를 수용하도록 되어 있습니다.- 해외 일부 가맹점에서 6자리 비밀번호를 요구하는 경우에도 4자리 비밀번호 입력으로 거래가 가능해야 하며, 4자리 입력으로 진행이 어려운 경우는 국제 표준 사양을 준수하지 않은 단말기로 거래가 불가능합니다.- 국내 신한은행 ATM을 통한 현금 인출 시 사용하는 6자리의 G-PIN은 복수계좌의(IC칩에 수록된 계좌가 2개 이상) 사용을 위한 것으로 신한 신용카드 비밀번호 및 해외 IC단말기에 입력하는 칩 비밀번호와 무관합니다."
IC카드 해외 이용관련 출국 전 유의사항이 있나요?,"IC카드란?- ‘IC카드’는 카드 표면에 신용카드의 정보를 저장하고 있는 칩(Chip)이 부착된 카드입니다.- ‘IC카드’는 카드복제(위변조) 및 정보유출 우려가 있는 기존 긁는 방식의 MS(Magnetic Stripe) 카드에 비해 보안성이 대폭 강화되었으며, 한국을 비롯한 전세계적으로 신용카드의 ‘IC카드’ 발급이 늘어나고 있습니다. - 현재 신한카드의 ‘IC카드’는 칩을 이용한 거래와 MS를 이용한 거래가 모두 가능하도록 발급됩니다. IC카드 해외 이용관련 출국 전 유의사항- 해외 출국 전 카드 비밀번호를 변경 후 최신 출시 상품으로 카드를 재발급하는 것이 좋습니다.- 해외 출국 전 한 장의 카드만 소지하는 것은 위험합니다.- 카드 브랜드사 네트워크 장애 및 단말기 이상 등을 감안하여 VISA/Master 등 브랜드별 여분의 신용/체크카드를 소지하시는 것이 좋습니다. - 또한 단말기와 카드/IC 칩의 호환성을 감안하여 가급적 최신 출시 상품을 발급받아 사용하시기 바랍니다. "
해외 인터넷 거래 시 주의사항이 있나요?,"- 인터넷 사이트(도박, 성인, 채팅사이트 등)에 카드번호와 유효기한을 입력하고 가입했다면 ‘사이트 회원약관’에 의거하여 입력된 카드번호로 주기적으로 대금이 청구될 수 있으며, 무료 가입인 경우 절대로 카드 정보를 입력하지 마십시오. - 인터넷 유료사이트 가입 시 처음 일회성 청구가 아닌 주기적 청구인 경우가 많습니다. 사이트 회원약관에 ‘회원이 탈회 신청을 하기 전까지 매월 또는 매년 주기적으로 청구할 것에 동의한다’는 문구가 삽입된 경우가 많으므로 가입 시 이용약관을 잘 읽어보신 후 가입하고 더 이상 이용을 원하지 않을 경우 반드시 탈회 요청을 하셔야 합니다.- 해외 인터넷거래는 카드번호와 유효기한만으로 거래가 발생할 수 있으므로 신뢰할 수 없는 인터넷 사이트에서는 절대로 카드번호와 유효기한을 입력하지 마십시오. - 해외 도박업종 거래 제한: 금융감독원 지침에 의거해서 해외 도박업종은 거래가 제한됩니다(2005.05.15.).- 해외 도박업종이라 함은 인터넷 도박 사이트와 해외 카지노에서의 거래를 포함한 모든 도박업종을 말합니다. "
해외 레스토랑/유흥업소 출입 시 주의사항이 있나요?,- 레스토랑/유흥업소 등에서 종업원에게 카드를 맡겨 계산하는 경우 복수 전표를 만들어 청구하는 경우가 있습니다. 반드시 고객님께서 직접 카운터에서 사용대금을 확인하고 결제하시기 바랍니다. - 해외 레스토랑의 경우 사용금액의 20% 범위(VISA카드 이용 시) 내에서 추가 청구(팁 비용)할 수 있습니다. 결제 시 팁 포함 여부를 확인하시고 팁을 포함하여 결제하셨다면 팁 란에 X표를 하시기 바랍니다.- 해외에서 호객행위를 하는 현지인을 따라 유흥업소에 가는 것은 사고의 위험이 매우 높으므로 각별히 주의하십시오. 
해외환불/거래 취소 시 주의사항이 있나요?,"- 은행 및 카드사는 매출 취소 권한이 없습니다. 따라서 매출을 취소하는 경우에는 반드시 취소 전표 또는 증빙이 될 수 있는 서류를 받으셔야 합니다.- 호텔 및 렌터카 예약 후 취소하실 경우에는 취소 코드를 꼭 받아두시고, 필요 시 가맹점 담당자 인적사항 등을 기록해 두면 분쟁 발생 시 유용한 증빙으로 사용할 수 있습니다. - 인터넷 사이트의 경우에도 해당 화면을 프린트하는 등 필요한 증빙을 반드시 보관하시기 바랍니다.- 해외에서 물품구매 후 제품 품질 불만, 가격차이 등으로 거래 취소를 요청하시는 경우 반송/환불에 대한 가맹점 동의가 없다면 취소할 수 없습니다. 특히, 여행사 와 제휴된 현지 해외 가맹점에서 구입한 물건에 대한 반송 및 환불 처리는 해당 여행사에 문의해주십시오. "
해외렌터카 이용 시 주의사항이 있나요?,"- 해외 렌터카 업체의 이용계약에 따라 이용요금 외 교통위반 범칙금, 주차비, 보험료 등의 명목으로 귀국 후 사후 추가 청구사례가 발생될 수 있습니다. - 렌터카 차량이용 전 또는 차량반납 시, 정확한 계약 확인이 필요하며, 차량이용 계약서와 영수증은 사후 분쟁 발생 시 해결을 위한 필수 증빙자료로 활용됩니다. 렌터카 예약 - 렌터카 예약사이트(Hertz, Avis, Rentals.com 등)에서 예약 후 , 현지 렌터카 회사에서 차량 인도 시 차량 업그레이드 비용, 각종 옵션 추가에 따른 실제 이용 요금이 추가 청구될 수 있습니다.렌터카 이용- 귀국 후, 차량 렌트 기간 중 발생한 범칙금, 사고발생시 보험료/차량 파손비용 등이 추가 청구될 수 있습니다. (차량이용 전 또는 반납시 계약서 내용을 정확히 확인하시고, 추후 문제 발생 시를 대비하기 위해 계약서와 영수증은 꼭 보관하시기 바랍니다.)- 교통위반에 따른 차적 조회 수수료는 위반 건수 별로 발생됩니다. (속도위반, 주차금지, 진입금지구역 통과 등, 교통 위반 범칙금 청구서는 렌터카 계약 시 등록된 주소지로 발송. 교통 위반 범칙금 청구서는 해당 국가 교통국에서 발행되며 수령 시까지 2~6개월 정도 소요됨. 미수령 시, 렌터카 회사를 통해 예약번호로도 세부내역 확인 가능)- 범칙금 주요 사유주차금지 구역 주차위반, 속도 위반, 보행자 보호 구역 통행 위반, 문화유적지 통과 제한구역 진입(주로 유럽 지역) "
해외호텔 이용 시 주의사항이 있나요?,"- 호텔 예약을 카드로 하고, 결제는 현금 또는 타 신용카드로 하는 경우 예약 시 사용한 카드번호로 청구되는 경우가 있습니다. 변경사항을 호텔 프런트데스크에 다시 한번 확인하시기 바랍니다.- 호텔 체크인 시 카드 이용금액과 체크아웃 시 금액은 호텔 체류기간 중 추가 이용한 금액이 합산되어 차이가 발생되므로, 체크아웃 시점 호텔 이용료 지불 시 합산 청구내역서(Invoice/Folio) 상의 이용내역(미니바, 식사, 물품파손, 세탁 등)의 이상 유무확인이 중요하며, 체크아웃 시점 미확인 된 이용내역 발생 시 호텔은 규정상 사후청구(Late charge)를 할 수 있으니 이점 유의 바랍니다. - 또한, 호텔예약 후 취소가 필요하나 취소하지 않을 경우 호텔 약관상 취소규정에 따라 취소 수수료 및 No show Charge(미투숙 숙박비용)가 청구될 수 있으므로 정확한 확인 및 거래 취소가 필요합니다. 호텔 예약- 호텔예약사이트(아고다, 부킹닷컴, 호텔스닷컴 등)에서 예약할 경우, 환불가능여부를 확인 후 결제해주십시오. (일부 특가/행사 상품 등은 카드 결제 후 바로 취소 시에도 환불 불가한 경우가 많습니다.) - 취소가능 상품이어도 기간별 취소 수수료가 부가될 수 있으며, 예약 후 호텔 미 이용 시 NO-SHOW 비용이 청구됩니다.호텔 투숙 - 예약(Deposit) 비용과 실제 투숙비용이 다를 수 있으며 체크아웃 시 실제 이용금액을 확인해주십시오.(체크아웃 결제 시 추가 이용금액을 확인한 후 최종 balance invoice 증빙 보관 필요)호텔 이용 후- 체크아웃 시점에 미확인된 이용내역(미니바, 식사, 물품파손, 세탁, 흡연 등)이 발생할 경우 고객의 사전동의 없이 예약 시 등록된 카드번호로 사후청구 (late charge)될 수 있습니다. "
해외가맹점에서 원화로 금액 결제 권유 시(DCC 거래) 주의사항이 궁금합니다 ,"DCC(Dynamic Currency Conversion)란 해외에서 카드 거래 시 거래금액을 고객의 자국 통화로 표시하여 결제하는 서비스입니다.해외에서 원화로 결제하신 금액은 실제 청구 금액과 다르며 추가 금액이 부과될 수 있습니다. 해외 일부 가맹점(해외 인터넷 쇼핑사이트 포함)에서 현지 통화가 아닌 원화로 결제하도록 권유하는 사례가 있습니다. 원화로 결제하면 현지통화를 원화로 전환하는 과정이 추가되어 청구금액이 상승하게 됩니다.※ 해외 가맹점에서 원화로 카드 결제 시 추가 수수료가 부과되므로 미국 달러(US$) 또는 현지통화로 거래하고, 전표 서명 전 반드시 거래금액을 확인하시기 바랍니다."
해외이용 전 확인사항이 있나요?,"본인 카드 소지 여부- 신용 카드는 회원 본인만 사용 가능합니다. - 타인(가족 포함)에게 대여 중 사고 발생 시 모든 책임은 회원 본인에게 있습니다.- 가족이 사용하고자 하는 경우, 가족카드를 발급받아 사용하시기 바랍니다. 영문명 확인- 여권과 카드의 영문명이 서로 다를 경우 사용에 제한이 있을 수 있습니다. - 영문명이 다른 경우, 출국 전 카드를 재발급 받으시기 바랍니다.카드 뒷면 서명 기재 여부- 해외 가맹점에서 카드 이용 시 카드 뒷면의 서명이 없는 경우 해외 가맹점에서 거래를 거절할 수도 있으므로 반드시 서명란에 서명해주시기 바랍니다.해외 체류 기간 및 유효기한 경과 확인- 해외에 장기간 체류하는 경우 반드시 잔여 유효기한을 확인하시기 바랍니다. - 해외 체류 기간 중 유효기한 만료가 예상되는 경우, 출국 전 카드갱신 발급을 받으시기 바랍니다.해외안전정보 및 재외공관 정보 참조- 해외여행 또는 체류 시 유의사항 및 방문 국가의 치안상황 등의 정보를 사전에 확인하고, 위급상황 발생 시 도움을 요청할 수 있는 현지 재외공관 연락처 정보를 확인하시기 바랍니다. 해외 사용 및 단기카드대출(현금서비스) 한도 - 해외에서도 국내와 마찬가지로 잔여한도 내에서 물품 구매 및 단기카드대출(현금서비스)를 이용하실 수 있습니다. - 총 한도에서 국내 사용금액을 제외한 잔여 한도 내에서 해외 사용이 가능합니다."
해외에서의 카드 이용 시 수수료가 있나요?,"이용수수료와 해외서비스 수수료가 다음과 같이 포함되어 청구됩니다.해외 사용분 청구금액 산출 방법1. 해외사용분 청구금액1) 산출방식{(미국달러 + 국제브랜드사이용수수료) × 접수일자의 신한은행 전신환매도율)} + 해외서비스 수수료2) 현지금액을 미화로 환산하여 계산됨3) 해외서비스수수료{거래미화금액 + (거래미화금액 × 국제브랜드사 이용수수료)} × 전신환매도율 × 0.18%(신용)/0.2%(체크)2. 국제브랜드사 이용수수료1) 국제브랜드사(비자, 마스타, 아멕스, JCB(유어스)) 수수료를 의미하며, 각 브랜드사의 미화정산 수수료등의 명목으로 부과되는 금액2) 비자, 마스터, 유어스는 1%, 아멕스는 1.4%를 부과3. 해외서비스 수수료해외이용에 따라 발생하는 직접비(승인, 정산비용)4. 전신환매도율신용카드 거래 중 국내에서 해외 송금 시 적용되는 환율로 신한카드로 접수되는 날 당일의 환율을 기준으로함참고사항1. 2011년 12월30일(신한카드 접수일 기준)부터 해외이용에 따른 환가율 폐지 및 해외 서비스 수수료 신설2. 이용금액에는 국제브랜드사가 부과하는 해외브랜드 수수료 포함됨"
해외에서도 이용대금 명세서를 받아 볼 수 있나요,"이메일 청구서는 국외거주에 관계없이 고객님의 이메일로 받을 수 있습니다. 다만, 국외 거주 시에는 우편명세서 발송이 어려운 관계로 고객님의 이메일을 통해 이메일 명세서를 받아 보시기를 권유 드립니다. 청구서 수령방법 변경신청 1) 홈페이지 마이페이지 > 회원/결제정보변경 > 명세서수령방법변경 (카드선택 후 신청하기 > 수령방법 변경가능)에서 이메일로 변경 2) 고객센터(☎ 1544-7000) 상담직원을 통해 이메일명세서 신청 ※ 보안 이메일의 경우 메일 용량이 커서 이용하시는 메일 서버에 따라 일반 이메일보다 수신율이 낮을 수 있음을 양해 바랍니다. 또한, 다음과 같은 방법으로 신한카드 홈페이지를 통해서 최근 12개월 이내 카드 거래내역, 청구 내역서 확인 등 각종 조회 서비스가 가능합니다.홈페이지 조회 서비스 1) 거래내역 조회: 마이페이지 > 카드이용내역 > 이용내역조회 > 국내이용내역 또는 마이페이지 > 카드이용내역 > 이용내역조회 > 해외이용내역※ 원하는 기간별로 최근 12개월 이내의 거래내역 확인이 가능함 2) 청구금액 조회: 마이페이지 > 카드이용내역 > 이용대금명세서 > 이번달명세서 또는 월별 명세서※ 최근 12개월 이내에 발송된 청구서 확인 가능함"
해외에서도 단기카드대출(현금서비스) 이용이 가능한가요?,"해외 브랜드(비자, 마스타, JCB)와 제휴되어 해외 이용이 가능하도록 발급 된 카드로는 아래와 같은 방법으로 단기카드대출(현금서비스) 이용이 가능합니다.1. ATM(현금자동지급기) 현금서비스해외에서 아래 브랜드 로고가 부착되어 있는 ATM기에서 단기카드대출(현금서비스)를 이용하실 수 있으며 현금 자동지급기는 주요 은행, 호텔, 공항, 지하철 역 등에 설치되어 있습니다.단, 일본에서 비자 로고만 있을 경우 일본 국내 카드사의 네트워크인 비자 재팬 어소시에이션(Visa Japan Association)을 의미하므로 신한카드 카드로 단기카드대출(현금서비스) 이용 불가비자카드는 VISA(Plus) 로고, 마스타 카드는 MasterCard(Cirrus) 로고, JCB 카드 및 URS 카드는 JCB(Cirrus), 아메리칸 익스프레스카드는 AMEX(American express) 로고가 부착된 CD기 및 ATM기에서 이용 가능하오니 참고해 주시기 바랍니다.2. 해외 은행 창구 단기카드대출(현금서비스) 이용방법 1) 카드 및 신분증(여권) 지참 후 해외 현지은행 방문2) 창구 직원에게 단기카드대출(현금서비스) 거래 요청 후 현금 수령3) 거래전표상의 금액을 확인 후 서명※ 현금인출이 제대로 되지 않은 경우 고객용 영수증은 향후 문제 발생시 이의제기진행에 필요하오니 필히 보관하여 주시기 바랍니다.자세한 내용은 홈페이지 메인 하단 이용안내 > 해외 이용안내를 참고해 주시기 바랍니다."
해외에서 카드를 분실했어요. 어떻게 해야 하나요?,"만약 소지한 카드를 해외에서 분실했다면 분실 확인 즉시 ARS나 홈페이지를 통해 분실 신고해 주시기 바랍니다.(분실신고는 24시간 접수 가능) 분실신고 접수 방법 1. 신한카드 고객센터(82-2-3420-7000) > 2 누르는 ARS > 8 카드 분실신고 및 해제 확인 문의 > 1 카드분실신고 2. 홈페이지 고객센터 > 분실신고/해제/재발급 > 분실신고/재발급신청 경로에서 신청 가능 단, 법인카드 분실시 고객센터로 연락하여 접수 3. 체크카드는 제휴은행에도 분실신고 가능 단, 신한은행, 우체국, 새마을금고 계좌와 연결된 체크카드 분실 신고 시 해당 은행으로 분실신고 정보 실시간 전송 또한 카드 재발급의 경우 국내에 거주중인 경우에만 신청이 가능하며 해외 체류 중인 경우는 발급이 어렵습니다. 다만, 장기 체류 등의 사유로 카드이용이 급히 필요한 경우(도난, 분실, 훼손시 유효기간 경과전) 현지에서 임시 카드를 발급 받는 서비스로 다음과 같은 각 브랜드별 서비스센터(지역별)를 통해 긴급 대체카드(Emergency Replacement Card)를 신청하실 수 있습니다. 긴급 대체카드에 대한 참고사항 1. 긴급 대체카드는 각 지역의 긴급 서비스 센터로 접수 후 약 1~3영업일 내에 카드 수령이 가능합니다. 단, 발급받으신 카드는 임시로만 사용하게 되어있는 카드이므로 귀국 후 즉시 가까운 지점으로 반납하시고 정상카드 재발급 후 이용 바랍니다. 2. 신용카드만 발급 가능합니다.(체크카드는 불가) 3. 신한카드는 비자 및 마스타 브랜드로만 긴급카드 발급이 가능합니다. (JCB카드, 아멕스카드, 유어스카드 소지 회원님도 신한카드 회원임이 확인되면 비자 및 마스타 카드를 발급받으실 수 있습니다.) 4. 긴급 대체카드는 마그네틱 카드로만 발급 가능하며, IC카드로는 발급 되지 않습니다. (발급 후 기존 카드 사용 불가) 5. 긴급 대체카드는 ATM거래 및 전자상거래가 불가 합니다. (카드고유확인번호 없음) "
해외에서 카드 이용은 현금보다 어떤점이 유리한가요?,"해외에서 신용카드를 이용하시면 다음과 같은 편리한 사항이 있습니다. 1. 고액의 현금을 소지해야 하는 부담감이 없으며 여러 국가 방문 시 방문하는 국가의 현지 화폐로 각각 환전하실 필요가 없어 편리합니다. 2. 해외에서 신용카드 분실 시 발생한 해외 미사용건(도난 및 분실 신고 접수일로부터 60일 이내 발생한 부정 사용 대금)에 대해서도 경우에 따라 보상을 받을 수 있으므로 안전합니다. 3. 환율 적용일이 카드 거래일이 아니라 신한카드로 거래 내역에 대한 전표 접수가 되는 일자가 기준이므로 환율이 하락하는 시기에 사용하는 경우 환차익의 혜택을 받을 수 있습니다. 4. 소지한 카드에 따라 항공마일리지 및 마이신한포인트 적립을 받을 수 있습니다. 5. 이외에도 항공권, 호텔비 할인, 면세점 할인서비스(특정카드 한함) 등 신한카드와 마스터사, 비자사가 제공하는 각종 행사의 혜택을 누리실 수 있습니다. "
해외에서 카드 이용 시 결제일과 적용되는 환율을 알고 싶어요,"해외에서 사용한 금액은 국내이용과 동일한 신용제공기간에 따른 카드 사용일 기준이며 환율은 해외 거래내역이 신한카드로 접수되는 날짜의 신한은행의 전신환매도율을 적용하여 원화로 전환됩니다.신한은행의 전신환매도율 확인방법과 해외거래건의 청구금액 산출방법은 다음과 같습니다.해외 이용금액 청구1. 신한은행 전신환매도율 확인신한은행 홈페이지 (www.shinhan.com) 금융상품몰 > 외환몰 > 환율.국제금리에서 확인2. 접수일자 확인신한카드 홈페이지 마이페이지 > 카드이용내역 > 이용내역조회 > 해외이용내역에서 해당 거래건의 접수일자 확인3. 청구금액 산출방법1) 해외사용분 청구금액① [{(미국달러+국제브랜드사 이용수수료) × 접수일자의 신한은행 전신환매도율)} + 해외서비스 수수료]② 현지금액을 미화로 환산하여 계산됨③ 해외서비스 수수료{거래미화금액 + (거래미화금액×국제브랜드사 이용수수료)}×전신환매도×0.18%(신용)/0.2%(체크)4. 용어설명1) 국제브랜드사 이용수수료① 국제브랜드사(비자, 마스타, 아멕스, JCB(유어스)) 수수료를 의미하며 각 브랜드사의 미화정산 수수료, 운영비 등의 명목으로 부과되는 금액② 비자, 마스터, 유어스는 1%, 아멕스는 1.4%를 부과2) 전신환매도율신용카드 거래 중 국내에서 해외 송금시 적용되는 환율로 신한카드로 접수되는 날 당일의 환율을 기준으로함3) 해외서비스수수료해외이용에 따라 발생하는 직접비(승인, 정산비용)"
해외에서 청구되는 금액을 알고 싶어요.,"해외 사용 금액은 국제브랜드사(비자, 마스타, 아멕스, JCB(유어스))를 통해 미국달러로 신한카드에 접수되며 접수일자의 신한은행 전신환매도율을 적용한 후 국제브랜드사 이용수수료와 해외서비스 수수료가 포함되어 원화로 청구됩니다.따라서 실제 사용하신 금액과 차이가 발생하게 되며 해외사용 금액의 청구금액 산출 방법은 다음과 같습니다.해외사용분 청구금액 산출방법1. 해외사용분 청구 금액1) [{(미국달러+국제브랜드사 이용수수료) × 접수일자의 신한은행 전신환매도율)} + 해외서비스 수수료]2) 현지금액을 미화로 환산하여 계산됨3) 해외서비스 수수료{거래미화금액 + (거래미화금액×국제브랜드사 이용수수료)}×전신환매도율×0.18%(신용)/0.2%(체크) 2011년 12월30일(신한카드 접수일 기준)부터 해외이용에 따른 환가료 폐지 및 해외 서비스 수수료 신설예시) 일본에서 신한 비자카드로 10,000엔 구매 했을 때 청구되는 과정(환율 : 1달러 = 100엔, 1달러 = 1,300원)① 1만엔을 구매 하면 거래 전표(데이터)는 일본 현지 매입사를 거쳐 브랜드사로 전달됨② 브랜드사는 1만엔을 브랜드사 자체 환율을 적용하여 미국달러 100달러로 환전함③ 브랜드사는 100달러에 국제브랜드사 이용수수료(비자,마스타,유어스(URS) 1%, 아멕스 1.4%)를 추가하여101달러를 신한카드로 접수시킴④ 신한카드는 101달러를 접수일자의 신한은행 전신환매도율을 적용, 원화로 환전하여 131,300원(101달러 × 1,300)을⑤ 131,300원 + 해외서비스 수수료(0.18%)를 청구함(131,300원 + 236원)2. 용어설명1) 국제브랜드 이용수수료 비용국제브랜드사(비자, 마스타, 아멕스, JCB, 유어스(URS)) 수수료를 의미하며 각 브랜드사의 미화정산 수수료 등의 명목으로 부과되는 금액(비자, 마스터, 유어스는 1%, 아멕스는 1.4% 부과)2) 전신환매도율신용카드 거래 중 국내에서 해외 송금시 적용되는 환율로 신한카드로 접수되는 날 당일의 환율을 기준으로함3) 해외서비스 수수료해외이용에 따라 발생하는 직접비(승인, 정산비용)"
해외에서 이용 시 사용금액과 실제 청구된 금액이 달라요,"해외 사용 금액은 국제브랜드사(비자, 마스타, 아멕스, JCB(유어스))를 통해 미국달러로 신한카드에 접수되며 접수일자의 신한은행 전신환매도율을 적용한 후 국제브랜드사 이용수수료와 해외서비스 수수료가 포함되어 원화로 청구됩니다.따라서 실제 사용하신 금액과 차이가 발생하게 되며 해외사용 금액의 청구금액 산출 방법은 다음과 같습니다.해외사용분 청구금액 산출방법1. 해외사용분 청구 금액1) [{(미국달러+국제브랜드사 이용수수료) × 접수일자의 신한은행 전신환매도율)} + 해외서비스 수수료]2) 현지금액을 미화로 환산하여 계산됨3) 해외서비스 수수료{거래미화금액 + (거래미화금액×국제브랜드사 이용수수료)}×전신환매도율×0.18%(신용)/0.2%(체크) 2011년 12월30일(신한카드에 접수일 기준)부터 해외이용에 따른 환가료 폐지 및 해외 서비스 수수료 신설예시) 일본에서 신한 비자카드로 10,000엔 구매 했을 때 청구되는 과정(환율 : 1달러 = 100엔, 1달러 = 1,300원)① 10,000엔을 구매 하면 거래 전표(데이터)는 일본 현지 매입사를 거쳐 브랜드사로 전달됨② 브랜드사는 10,000엔을 브랜드사 자체 환율을 적용하여 미국달러 100달러로 환전함③ 브랜드사는 100달러에 국제브랜드사 이용수수료(비자,마스타,유어스(URS) 1%, 아멕스 1.4%)를 추가하여101달러를 신한카드로 접수시킴④ 신한카드는 101달러를 접수일자의 신한은행 전신환매도율을 적용, 원화로 환전하여 131,300원(101달러 × 1,300)을⑤ 131,300원 + 해외서비스 수수료(0.18%)를 청구함(131,300원 + 236원)2. 용어설명1) 국제브랜드 이용수수료 비용국제브랜드사(비자, 마스타, 아멕스, JCB, 유어스(URS)) 수수료를 의미하며 각 브랜드사의 미화정산 수수료 등의 명목으로 부과되는 금액(비자, 마스터, 유어스는 1%, 아멕스는 1.4% 부과)2) 전신환매도율신용카드 거래 중 국내에서 해외 송금시 적용되는 환율로 신한카드로 접수되는 날 당일의 환율을 기준으로함3) 해외서비스 수수료해외이용에 따라 발생하는 직접비(승인, 정산비용)"
해외에서 신한카드 상담센터로 전화할 수 있나요?,해외에서 연결 가능한 고객센터 연락처는 다음과 같습니다. 1. ☎ 82-1544-7000 또는 82-1544-7200(카드 뒷면에 기재) 2. ☎ 82-2-3420-7000 (카드 뒷면에 미기재) ※ 도난 분실 신고를 제외한 일반 상담은 한국시간으로 평일 오전 9시~오후 6시까지 가능합니다. 
해외에서 신용카드를 많이 사용하면 세무조사를 받게 되나요?,"외국환거래규정(제10-6조, 3항)신용카드 등의 발행업자는 개인별 및 법인별 연간 대외지급 및 외국에서의 외국통화 인출 실적을 여신협회장에게 통보하여야 하고 여신협회장은 개인별 및 법인별 신용카드 등의 대외지급 실적 (외국에서의 외국통화 인출 실적 포함) 또는 외국에서의 외국통화 인출 실적이 연간 미화1만불을 초과하는 경우에는 국세청장 및 관세청장에게 다음 연도 둘째달 20일까지 통보하여야 한다."
